time,lat,lon,elevation,accuracy,bearing,speed,satellites,provider,hdop,vdop,pdop,geoidheight,ageofdgpsdata,dgpsid,activity,battery,annotation
2020-10-01T14:58:39.000Z,13.414321410766524,144.78452549366938,108.40771058123114,32.0,,0.0,0,gps,4.2,5.3,6.7,49.5,,,,100,
2020-10-01T14:58:41.000Z,13.414321527727354,144.7845248406978,108.13836572385678,32.0,,0.0,4,gps,4.2,5.3,6.7,49.5,,,,100,
2020-10-01T14:58:43.000Z,13.414302975196529,144.78455697321183,107.98307968479025,32.0,,0.0,0,gps,4.2,5.3,6.7,49.5,,,,100,
2020-10-01T14:58:45.000Z,13.414314689783259,144.78454821897597,107.83268021124141,32.0,,0.0,4,gps,4.2,5.3,6.7,49.5,,,,100,
2020-10-01T14:58:47.000Z,13.414312988975373,144.78454996631177,107.74035083029501,24.0,,0.0,4,gps,4.2,5.3,6.7,49.5,,,,100,
2020-10-01T14:58:53.000Z,13.414310674236999,144.78452147538596,108.81066859280396,24.0,,0.0,0,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:58:54.000Z,13.41431205889808,144.7845237191094,109.07270968479503,24.0,,0.0,4,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:58:56.000Z,13.414319648833192,144.78450113909673,109.82395753600763,24.0,,0.0,4,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:58:58.000Z,13.414328984210151,144.78447496470272,110.75980464716082,24.0,,0.0,4,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:00.000Z,13.414332048312273,144.78446118656166,111.59738970649929,24.0,,0.0,0,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:03.000Z,13.414353533279654,144.78443721417148,112.89424468128081,24.0,,0.0,0,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:04.000Z,13.414353827277608,144.7844328113999,113.31776056305334,24.0,,0.0,4,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:06.000Z,13.414353637664048,144.78442199067737,114.10565942899784,24.0,,0.0,5,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:08.000Z,13.414356331398157,144.78441886916147,114.4792494708752,24.0,180.398,0.010032745,5,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:11.000Z,13.414350987763997,144.78443653382743,114.64222312278713,16.0,114.20452,0.43061888,0,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:13.000Z,13.414331317157615,144.78444582620887,114.71683819084173,16.0,124.98167,0.49012876,5,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:15.000Z,13.414329435863584,144.7844532092431,115.1478690696539,16.0,,0.0,5,gps,4.2,5.3,6.8,49.5,,,,100,
2020-10-01T14:59:17.000Z,13.41433817469391,144.78445803287798,115.23377889262906,16.0,108.11366,0.41366413,5,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:19.000Z,13.414349397075432,144.78447358625465,115.35820298840127,16.0,110.82207,0.33569795,5,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:20.000Z,13.414348308092727,144.7844758610348,115.3640130842321,16.0,110.82207,0.0041301665,5,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:22.000Z,13.414349799388608,144.7844746917016,115.93349508039596,16.0,110.82207,0.042288482,0,gps,1.8,2.9,3.4,49.5,,,,100,
2020-10-01T14:59:24.000Z,13.41434761628717,144.78448420609513,115.94387254843302,16.0,110.82207,0.06757568,5,gps,1.8,2.9,3.4,49.5,,,,100,
